date, pm25, pm10, o3, no2, so2
2021/3/2, 56, 37, 28, 16, 
2021/3/3, 55, 46, 30, 18, 
2021/3/4, 73, 42, 27, 16, 
2021/3/5, 97, 35, 26, 18, 
2021/3/6, 80, 18, 22, 13, 
2021/3/7, 48, 28, 37, 16, 
2021/3/8, 59, 43, 40, 18, 
2021/3/9, 73, 38, 36, 17, 
2021/3/10, 67, 36, 37, 20, 
2021/3/11, 62, 35, 23, 27, 1
2021/3/12, 66, 37, 49, 20, 1
2021/3/13, 68, 43, 50, 16, 1
2021/3/14, 81, 31, 36, 18, 1
2021/3/15, 60, 38, 26, 24, 1
2021/3/16, 70, 32, 15, 26, 1
2021/3/17, 67, 30, 17, 20, 1
2021/3/18, 66, 25, 17, 19, 1
2021/3/19, 56, 26, 15, 27, 1
2021/3/20, 63, 41, 27, 19, 1
2021/3/21, 73, 39, 24, 17, 1
2021/3/22, 62, 67, 30, 21, 2
2021/3/23, 90, 69, 27, 43, 2
2021/3/24, 112, 59, 49, 27, 1
2021/3/25, 98, 34, 39, 19, 1
2021/3/26, 55, 38, 29, 21, 
2021/3/27, 63, 33, 16, 27, 2
2021/3/28, 66, 23, 8, 17, 1
2021/3/29, 51, 20, 9, 16, 1
2021/3/30, 47, 21, 8, 17, 1
2021/3/31, 47, 23, 6, 19, 1
2020/10/1, 50, 36, 46, 12, 
2020/10/2, 60, 34, 35, 21, 
2020/10/3, 57, 35, 37, 22, 
2020/10/4, 65, 35, 36, 21, 
2020/10/5, 62, 34, 30, 15, 
2020/10/6, 66, 31, 17, 18, 
2020/10/7, 61, 33, 25, 20, 
2020/10/8, 64, 41, 39, 21, 
2020/10/9, 72, 47, 43, 19, 1
2020/10/10, 78, 44, 61, 14, 
2020/10/11, 69, 37, 39, 17, 
2020/10/12, 62, 25, 33, 7, 
2020/10/13, 50, 40, 34, 17, 
2020/10/14, 60, 40, 37, 21, 
2020/10/15, 61, 42, 41, 19, 
2020/10/16, 66, 40, 37, 15, 
2020/10/17, 70, 34, 48, 12, 
2020/10/18, 61, 41, 33, 19, 
2020/10/19, 70, 41, 34, 22, 
2020/10/20, 69, 43, 27, 26, 
2020/10/21, 75, 44, 24, 22, 1
2020/10/22, 69, 47, 28, 23, 1
2020/10/23, 68, 59, 54, 21, 1
2020/10/24, 81, 59, 49, 12, 
2020/10/25, 77, 45, 47, 14, 
2020/10/26, 61, 40, 33, 20, 
2020/10/27, 55, 35, 29, 17, 
2020/10/28, 57, 38, 26, 17, 
2020/10/29, 72, 48, 47, 19, 
2020/10/30, 92, 49, 46, 15, 
2020/10/31, 72, 48, 43, 21, 
2020/11/1, 69, 50, 42, 24, 1
2020/11/2, 92, 47, 63, 20, 1
2020/11/3, 90, 58, 50, 18, 
2020/11/4, 91, 45, 37, 20, 
2020/11/5, 58, 59, 71, 46, 1
2020/11/6, 95, 54, 45, 30, 2
2020/11/7, 93, 59, 59, 18, 2
2020/11/8, 104, 65, 57, 20, 2
2020/11/9, 97, 67, 48, 21, 2
2020/11/10, 94, 55, 41, 23, 1
2020/11/11, 73, 48, 35, 25, 1
2020/11/12, 62, 41, 30, 24, 1
2020/11/13, 63, 44, 22, 21, 2
2020/11/14, 73, 36, 35, 12, 
2020/11/15, 67, 39, 32, 20, 1
2020/11/16, 71, 35, 31, 17, 
2020/11/17, 58, 27, 24, 19, 1
2020/11/18, 49, 20, 12, 20, 
2020/11/19, 46, 17, 14, 19, 
2020/11/20, 45, 28, 39, 15, 
2020/11/21, 58, 27, 29, 17, 
2020/11/22, 58, 33, 27, 14, 
2020/11/23, 56, 44, 38, 15, 1
2020/11/24, 74, 42, 37, 19, 
2020/11/25, 72, 41, 36, 24, 1
2020/11/26, 74, 41, 27, 24, 1
2020/11/27, 68, 37, 26, 22, 1
2020/11/28, 65, 33, 34, 16, 1
2020/11/29, 62, 39, 26, 22, 1
2020/11/30, 61, 36, 27, 23, 1
2020/12/1, 65, 38, 27, 21, 1
2020/12/2, 69, 43, 18, 20, 1
2020/12/3, 78, 40, 18, 21, 1
2020/12/4, 75, 46, 30, 22, 1
2020/12/5, 87, 46, 33, 26, 1
2020/12/6, 87, 55, 30, 37, 2
2020/12/7, 103, 58, 27, 26, 2
2020/12/8, 105, 50, 23, 21, 1
2020/12/9, 102, 46, 29, 27, 1
2020/12/10, 95, 38, 28, 24, 1
2020/12/11, 66, 46, 35, 23, 1
2020/12/12, 95, 37, 44, 15, 
2020/12/13, 78, 41, 42, 18, 
2020/12/14, 80, 22, 10, 18, 
2020/12/15, 42, 30, 6, 21, 1
2020/12/16, 56, 35, 10, 21, 1
2020/12/17, 62, 39, 13, 27, 1
2020/12/18, 61, 39, 13, 23, 1
2020/12/19, 65, 44, 24, 20, 1
2020/12/20, 84, 56, 31, 24, 1
2020/12/21, 102, 48, 23, 24, 1
2020/12/22, 84, 35, 28, 19, 1
2020/12/23, 69, 39, 15, 34, 2
2020/12/24, 78, 50, 53, 13, 
2020/12/25, 90, 49, 39, 13, 
2020/12/26, 71, 44, 30, 30, 1
2020/12/27, 75, 38, 39, 26, 1
2020/12/28, 71, 49, 33, 31, 1
2020/12/29, 87, 61, 22, 27, 2
2020/12/30, 68, 46, 22, 21, 1
2020/12/31, 58, 40, 27, 20, 2
2021/1/1, 61, 40, 39, 23, 2
2021/1/2, 62, 42, 41, 21, 1
2021/1/3, 75, 52, 39, 27, 2
2020/7/1, 22, 15, 7, 22, 2
2020/7/2, 29, 17, 5, 23, 2
2020/7/3, 33, 20, 5, 20, 2
2020/7/4, 33, 14, 11, 13, 2
2020/7/5, 23, 15, 7, 17, 2
2020/7/6, 25, 16, 6, 18, 2
2020/7/7, 24, 19, 8, 16, 2
2020/7/8, 31, 23, 6, 17, 2
2020/7/9, 38, 20, 5, 13, 2
2020/7/10, 36, 23, 7, 15, 2
2020/7/11, 29, 13, 10, 13, 2
2020/7/12, 26, 14, 6, 19, 2
2020/7/13, 29, 20, 11, 23, 3
2020/7/14, 33, 14, 7, 18, 2
2020/7/15, 25, 14, 7, 15, 2
2020/7/16, 23, 15, 4, 14, 2
2020/7/17, 20, 13, 5, 14, 2
2020/7/18, 21, 9, 9, 12, 2
2020/7/19, 18, 15, 7, 17, 2
2020/7/20, 24, 16, 10, 19, 2
2020/7/21, 23, 14, 8, 15, 2
2020/7/22, 21, 16, 8, 19, 2
2020/7/23, 21, 12, 8, 23, 2
2020/7/24, 25, 16, 12, 19, 2
2020/7/25, 25, 10, 13, 12, 2
2020/7/26, 23, 11, 6, 14, 2
2020/7/27, 26, 11, 8, 14, 2
2020/7/28, 20, 14, 10, 19, 2
2020/7/29, 29, 13, 29, 12, 1
2020/7/30, 24, 17, 18, 10, 2
2020/7/31, 25, 17, 12, 12, 2
2020/8/1, 25, 11, 15, 9, 2
2020/8/2, 18, 8, 9, 20, 2
2020/8/3, 15, 11, 8, 19, 2
2020/8/4, 17, 16, 7, 16, 2
2020/8/5, 22, 14, 7, 12, 2
2020/8/6, 24, 19, 10, 11, 2
2020/8/7, 28, 14, 11, 14, 2
2020/8/8, 21, 12, 11, 14, 2
2020/8/9, 21, 14, 10, 17, 2
2020/8/10, 23, 12, 4, 14, 2
2020/8/11, 20, 16, 8, 17, 2
2020/8/12, 20, 17, 6, 15, 2
2020/8/13, 20, 18, 7, 19, 2
2020/8/14, 26, 13, 9, 17, 2
2020/8/15, 18, 14, 16, 11, 2
2020/8/16, 23, 16, 11, 13, 2
2020/8/17, 37, 18, 9, 17, 2
2020/8/18, 27, 12, 15, 11, 2
2020/8/19, 17, 18, 18, 15, 2
2020/8/20, 35, 34, 33, 19, 2
2020/8/21, 77, 35, 19, 25, 2
2020/8/22, 78, 21, 14, 16, 2
2020/8/23, 47, 18, 17, 21, 3
2020/8/24, 42, 20, 21, 18, 2
2020/8/25, 38, 19, 12, 17, 2
2020/8/26, 35, 20, 26, 26, 
2020/8/27, 47, 28, 29, 33, 
2020/8/28, 63, 33, 32, 37, 
2020/8/29, 73, 35, 46, 22, 
2020/8/30, 79, 20, 23, 17, 
2020/8/31, 42, 37, 47, 40, 1
2020/9/1, 79, 45, 36, 57, 3
2020/9/2, 103, 53, 16, 54, 
2020/9/3, 127, 42, 41, 28, 
2020/9/4, 91, 24, 32, 22, 
2020/9/5, 61, 19, 32, 20, 
2020/9/6, 49, 14, 11, 19, 
2020/9/7, 35, 14, 6, 18, 
2020/9/8, 18, 17, 6, 22, 
2020/9/9, 28, 16, 5, 22, 1
2020/9/10, 32, 13, 4, 17, 1
2020/9/11, 24, 20, 23, 26, 
2020/9/12, 37, 17, 42, 14, 
2020/9/13, 29, 24, 35, 15, 
2020/9/14, 47, 17, 27, 17, 
2020/9/15, 34, 15, 14, 11, 
2020/9/16, 16, 16, 9, 11, 
2020/9/17, 23, 18, 7, 12, 
2020/9/18, 23, 15, 7, 15, 
2020/9/19, 18, 15, 18, 13, 
2020/9/20, 22, 16, 15, 22, 
2020/9/21, 24, 29, 27, 20, 
2020/9/22, 50, 30, 27, 21, 
2020/9/23, 42, 25, 26, 21, 
2020/9/24, 45, 27, 36, 20, 
2020/9/25, 54, 36, 50, 13, 
2020/9/26, 62, 31, 37, 11, 
2020/9/27, 49, 27, 32, 23, 
2020/9/28, 53, 25, 32, 21, 
2020/9/29, 55, 19, 27, 27, 
2020/9/30, 44, 29, 57, 13, 
2020/4/1, 45, 25, 37, 11, 1
2020/4/2, 46, 27, 36, 15, 
2020/4/3, 62, 12, 36, 13, 
2020/4/4, 37, 18, 38, 9, 
2020/4/5, 51, 17, 33, 17, 1
2020/4/6, 47, 13, 26, 17, 1
2020/4/7, 40, 25, 37, 18, 1
2020/4/8, 53, 29, 42, 24, 1
2020/4/9, 53, 30, 49, 14, 1
2020/4/10, 58, 44, 41, 22, 1
2020/4/11, 71, 15, 47, 12, 1
2020/4/12, 44, 22, 42, 21, 1
2020/4/13, 55, 30, 49, 31, 2
2020/4/14, 68, 43, 35, 42, 2
2020/4/15, 91, 40, 29, 36, 2
2020/4/16, 91, 32, 22, 24, 1
2020/4/17, 65, 43, 20, 24, 1
2020/4/18, 96, 27, 15, 19, 1
2020/4/19, 56, 24, 6, 19, 1
2020/4/20, 61, 28, 6, 18, 1
2020/4/21, 72, 18, 29, 19, 1
2020/4/22, 41, 16, 31, 17, 1
2020/4/23, 40, 18, 14, 19, 1
2020/4/24, 47, 27, 23, 24, 1
2020/4/25, 66, 54, 75, 40, 3
2020/4/26, 120, 47, 49, 46, 2
2020/4/27, 115, 34, 47, 25, 2
2020/4/28, 65, 38, 43, 20, 1
2020/4/29, 71, 35, 37, 25, 1
2020/4/30, 67, 27, 18, 25, 2
2020/5/1, 63, 29, 10, 24, 2
2020/5/2, 68, 17, 25, 16, 1
2020/5/3, 47, 20, 8, 19, 2
2020/5/4, 57, 18, 6, 17, 1
2020/5/5, 45, 23, 6, 15, 1
2020/5/6, 59, 17, 5, 17, 1
2020/5/7, 46, 18, 4, 17, 1
2020/5/8, 47, 17, 5, 15, 1
2020/5/9, 38, 14, 15, 17, 1
2020/5/10, 29, 31, 32, 32, 2
2020/5/11, 68, 24, 24, 42, 2
2020/5/12, 58, 34, 55, 30, 1
2020/5/13, 81, 30, 47, 21, 1
2020/5/14, 58, 22, 19, 19, 1
2020/5/15, 52, 16, 15, 16, 1
2020/5/16, 36, 13, 14, 17, 1
2020/5/17, 33, 14, 8, 29, 1
2020/5/18, 37, 16, 19, 29, 1
2020/5/19, 36, 17, 24, 24, 1
2020/5/20, 41, 14, 14, 23, 1
2020/5/21, 36, 20, 17, 27, 2
2020/5/22, 52, 12, 30, 17, 1
2020/5/23, 28, 12, 34, 14, 1
2020/5/24, 31, 14, 21, 22, 1
2020/5/25, 36, 18, 8, 29, 2
2020/5/26, 51, 25, 25, 31, 3
2020/5/27, 61, 20, 24, 20, 1
2020/5/28, 58, 17, 22, 23, 1
2020/5/29, 50, 13, 5, 26, 2
2020/5/30, 36, 17, 9, 13, 1
2020/5/31, 35, 14, 4, 14, 1
2020/6/1, 28, 12, 4, 15, 1
2020/6/2, 32, 11, 9, 15, 1
2020/6/3, 26, 14, 8, 14, 1
2020/6/4, 27, 17, 8, 16, 1
2020/6/5, 33, 18, 13, 23, 1
2020/6/6, 34, 14, 9, 18, 2
2020/6/7, 33, 22, 12, 21, 1
2020/6/8, 45, 21, 5, 19, 2
2020/6/9, 37, 19, 6, 19, 2
2020/6/10, 38, 18, 8, 18, 2
2020/6/11, 41, 23, 10, 18, 2
2020/6/12, 53, 16, 9, 13, 2
2020/6/13, 21, 15, 12, 15, 1
2020/6/14, 23, 23, 8, 19, 1
2020/6/15, 40, 20, 5, 17, 2
2020/6/16, 29, 14, 8, 17, 2
2020/6/17, 25, 21, 6, 17, 1
2020/6/18, 45, 17, 7, 19, 2
2020/6/19, 34, 13, 7, 15, 2
2020/6/20, 29, 9, 6, 10, 2
2020/6/21, 17, 17, 6, 14, 1
2020/6/22, 28, 18, 7, 17, 2
2020/6/23, 28, 19, 7, 16, 1
2020/6/24, 33, 14, 8, 9, 2
2020/6/25, 25, 17, 5, 15, 2
2020/6/26, 28, 13, 5, 17, 2
2020/6/27, 23, 7, 11, 14, 2
2020/6/28, 25, 11, 7, 18, 2
2020/6/29, 26, 10, 7, 22, 2
2020/6/30, 21, 8, 12, 14, 2
2020/1/1, 75, 37, 31, 20, 1
2020/1/2, 66, 44, 33, 22, 2
2020/1/3, 83, 43, 37, 19, 1
2020/1/4, 86, 32, 37, 9, 1
2020/1/5, 62, 33, 34, 14, 1
2020/1/6, 62, 37, 23, 32, 2
2020/1/7, 64, 40, 42, 25, 2
2020/1/8, 65, 44, 43, 14, 2
2020/1/9, 69, 46, 40, 16, 1
2020/1/10, 83, 50, 35, 30, 2
2020/1/11, 89, 42, 31, 21, 2
2020/1/12, 66, 34, 37, 18, 1
2020/1/13, 61, 40, 42, 17, 1
2020/1/14, 75, 45, 37, 12, 1
2020/1/15, 80, 49, 33, 15, 2
2020/1/16, 95, 39, 17, 24, 3
2020/1/17, 65, 27, 28, 16, 3
2020/1/18, 50, 40, 29, 19, 3
2020/1/19, 74, 31, 24, 21, 2
2020/1/20, 66, 37, 41, 14, 1
2020/1/21, 72, 41, 40, 19, 1
2020/1/22, 82, 36, 26, 16, 1
2020/1/23, 71, 32, 27, 12, 1
2020/1/24, 68, 25, 30, 8, 1
2020/1/25, 55, 12, 15, 11, 1
2020/1/26, 29, 13, 15, 12, 1
2020/1/27, 27, 16, 20, 12, 1
2020/1/28, 31, 25, 24, 14, 1
2020/1/29, 57, 31, 29, 12, 
2020/1/30, 65, 31, 35, 12, 1
2020/1/31, 73, 40, 40, 9, 1
2020/2/1, 73, 41, 42, 7, 1
2020/2/2, 77, 33, 38, 12, 1
2020/2/3, 65, 27, 31, 12, 1
2020/2/4, 58, 21, 36, 8, 1
2020/2/5, 43, 34, 34, 9, 1
2020/2/6, 56, 37, 27, 13, 1
2020/2/7, 69, 15, 13, 9, 1
2020/2/8, 24, 20, 16, 7, 1
2020/2/9, 42, 31, 19, 13, 1
2020/2/10, 64, 40, 30, 13, 1
2020/2/11, 76, 47, 23, 20, 1
2020/2/12, 86, 23, 14, 19, 1
2020/2/13, 46, 22, 18, 15, 1
2020/2/14, 43, 30, 17, 15, 1
2020/2/15, 62, 13, 16, 10, 1
2020/2/16, 23, 25, 24, 11, 1
2020/2/17, 40, 27, 27, 11, 1
2020/2/18, 44, 34, 34, 12, 1
2020/2/19, 51, 33, 36, 12, 1
2020/2/20, 53, 26, 33, 13, 1
2020/2/21, 43, 38, 41, 21, 4
2020/2/22, 69, 42, 45, 6, 3
2020/2/23, 69, 53, 40, 10, 3
2020/2/24, 72, 41, 31, 13, 3
2020/2/25, 61, 28, 14, 18, 3
2020/2/26, 48, 25, 39, 10, 3
2020/2/27, 50, 29, 38, 12, 3
2020/2/28, 54, 26, 22, 18, 3
2020/2/29, 51, 33, 23, 28, 4
2020/3/1, 68, 27, 38, 9, 3
2020/3/2, 55, 33, 40, 6, 4
2020/3/3, 60, 22, 36, 14, 3
2020/3/4, 47, 16, 37, 9, 3
2020/3/5, 24, 31, 38, 9, 3
2020/3/6, 59, 45, 34, 15, 3
2020/3/7, 74, 27, 23, 13, 3
2020/3/8, 63, 32, 21, 19, 3
2020/3/9, 64, 32, 40, 16, 3
2020/3/10, 40, 32, 42, 9, 3
2020/3/11, 53, 52, 43, 12, 3
2020/3/12, 80, 47, 23, 15, 3
2020/3/13, 99, 25, 34, 13, 3
2020/3/14, 44, 46, 48, 8, 3
2020/3/15, 82, 47, 45, 17, 2
2020/3/16, 72, 40, 45, 23, 1
2020/3/17, 68, 39, 36, 29, 1
2020/3/18, 73, 22, 15, 28, 1
2020/3/19, 56, 28, 32, 22, 1
2020/3/20, 66, 49, 38, 18, 1
2020/3/21, 72, 22, 13, 23, 1
2020/3/22, 61, 25, 41, 26, 2
2020/3/23, 63, 30, 40, 18, 1
2020/3/24, 63, 25, 31, 21, 1
2020/3/25, 55, 25, 27, 20, 
2020/3/26, 66, 21, 18, 18, 1
2020/3/27, 60, 20, 23, 21, 1
2020/3/28, 51, 21, 26, 11, 1
2020/3/29, 33, , , , 
2019/10/1, 144, 59, 47, 39, 3
2019/10/2, 126, 44, 32, 33, 3
2019/10/3, 89, 37, 28, 24, 2
2019/10/4, 75, 35, 23, 26, 3
2019/10/5, 69, 33, 37, 10, 2
2019/10/6, 60, 37, 38, 9, 2
2019/10/7, 69, 43, 40, 16, 2
2019/10/8, 80, 48, 49, 13, 2
2019/10/9, 86, 43, 43, 18, 2
2019/10/10, 79, 54, 40, 53, 3
2019/10/11, 106, 56, 59, 33, 3
2019/10/12, 113, 37, 51, 13, 2
2019/10/13, 76, 40, 43, 20, 1
2019/10/14, 93, 42, 42, 14, 2
2019/10/15, 77, 41, 45, 16, 2
2019/10/16, 65, 50, 46, 20, 3
2019/10/17, 84, 55, 53, 28, 3
2019/10/18, 96, 58, 61, 18, 3
2019/10/19, 105, 51, 68, 13, 2
2019/10/20, 90, 53, 62, 18, 2
2019/10/21, 92, 45, 59, 18, 3
2019/10/22, 81, 40, 48, 15, 2
2019/10/23, 73, 48, 53, 16, 3
2019/10/24, 84, 48, 54, 12, 3
2019/10/25, 83, 51, 58, 12, 2
2019/10/26, 85, 60, 56, 13, 3
2019/10/27, 117, 57, 46, 22, 3
2019/10/28, 114, 36, 23, 26, 2
2019/10/29, 55, 53, 36, 23, 3
2019/10/30, 76, 69, 51, 23, 3
2019/10/31, 98, 54, 46, 16, 2
2019/11/1, 72, 46, 41, 13, 3
2019/11/2, 62, 50, 47, 15, 3
2019/11/3, 75, 70, 51, 25, 4
2019/11/4, 112, 62, 56, 22, 4
2019/11/5, 98, 59, 54, 19, 3
2019/11/6, 88, 61, 47, 27, 4
2019/11/7, 97, 61, 49, 23, 4
2019/11/8, 95, 55, 55, 15, 4
2019/11/9, 89, 55, 67, 16, 3
2019/11/10, 84, 48, 61, 19, 3
2019/11/11, 78, 47, 54, 15, 3
2019/11/12, 77, 58, 70, 12, 3
2019/11/13, 94, 63, 53, 14, 4
2019/11/14, 108, 61, 54, 15, 3
2019/11/15, 90, 51, 44, 12, 3
2019/11/16, 65, 45, 36, 17, 2
2019/11/17, 64, 65, 57, 37, 4
2019/11/18, 106, 57, 30, 28, 3
2019/11/19, 96, 51, 40, 20, 3
2019/11/20, 79, 57, 35, 31, 3
2019/11/21, 76, 49, 35, 31, 4
2019/11/22, 70, 33, 35, 21, 3
2019/11/23, 58, 35, 48, 18, 3
2019/11/24, 64, 38, 37, 15, 3
2019/11/25, 64, 54, 33, 15, 3
2019/11/26, 88, 41, 34, 18, 3
2019/11/27, 62, 45, 25, 23, 3
2019/11/28, 53, 37, 32, 15, 3
2019/11/29, 53, 43, 37, 17, 3
2019/11/30, 66, 45, 31, 33, 3
2019/12/1, 77, 54, 25, 19, 4
2019/12/2, 67, 53, 35, 20, 4
2019/12/3, 86, 57, 35, 26, 4
2019/12/4, 87, 45, 32, 20, 3
2019/12/5, 68, 60, 34, 22, 4
2019/12/6, 80, 58, 39, 22, 4
2019/12/7, 90, 40, 37, 19, 3
2019/12/8, 68, 48, 37, 29, 3
2019/12/9, 73, 45, 34, 29, 3
2019/12/10, 76, 55, 39, 50, 4
2019/12/11, 101, 50, 46, 18, 3
2019/12/12, 81, 54, 41, 19, 3
2019/12/13, 80, 47, 42, 18, 3
2019/12/14, 74, 41, 39, 11, 3
2019/12/15, 70, 35, 35, 18, 3
2019/12/16, 61, 25, 23, 23, 3
2019/12/17, 53, 25, 25, 19, 3
2019/12/18, 56, 45, 22, 18, 3
2019/12/19, 95, 43, 21, 19, 3
2019/12/20, 86, 24, 15, 21, 3
2019/12/21, 59, 40, 13, 36, 6
2019/12/22, 94, 49, 31, 26, 4
2019/12/23, 105, 38, 31, 24, 3
2019/12/24, 74, 35, 36, 13, 3
2019/12/25, 77, 54, 30, 40, 5
2019/12/26, 102, 35, 33, 19, 4
2019/12/27, 52, 49, 43, 17, 3
2019/12/28, 83, 37, 38, 19, 3
2019/12/29, 74, , , , 
2019/7/1, 21, 10, 17, 8, 2
2019/7/2, 19, 16, 15, 20, 3
2019/7/3, 35, 34, 10, 22, 3
2019/7/4, 58, 31, 10, 24, 3
2019/7/5, 49, 26, 9, 20, 3
2019/7/6, 46, 23, 10, 19, 3
2019/7/7, 48, 37, 13, 25, 3
2019/7/8, 64, 39, 12, 24, 3
2019/7/9, 67, 29, 15, 26, 3
2019/7/10, 60, 26, 9, 28, 4
2019/7/11, 52, 41, 12, 27, 3
2019/7/12, 73, 39, 14, 21, 4
2019/7/13, 67, 36, 16, 20, 3
2019/7/14, 68, 34, 15, 21, 3
2019/7/15, 65, 37, 16, 26, 3
2019/7/16, 68, 50, 51, 41, 3
2019/7/17, 96, 57, 47, 42, 3
2019/7/18, 121, 41, 14, 39, 3
2019/7/19, 86, 28, 12, 25, 2
2019/7/20, 59, 19, 9, 21, 2
2019/7/21, 48, 18, 10, 19, 3
2019/7/22, 44, 19, 15, 15, 3
2019/7/23, 38, 20, 15, 15, 3
2019/7/24, 38, 28, 12, 22, 5
2019/7/25, 49, 28, 11, 22, 6
2019/7/26, 52, 27, 12, 19, 4
2019/7/27, 48, 17, 14, 14, 3
2019/7/28, 32, 14, 14, 9, 2
2019/7/29, 20, 17, 18, 6, 2
2019/7/30, 21, 19, 19, 5, 2
2019/7/31, 22, 17, 21, 7, 2
2019/8/1, 19, 18, 21, 9, 3
2019/8/2, 27, 13, 19, 9, 3
2019/8/3, 18, 20, 25, 9, 3
2019/8/4, 40, 22, 29, 12, 3
2019/8/5, 38, 24, 24, 13, 3
2019/8/6, 44, 25, 18, 13, 3
2019/8/7, 41, 52, 90, 42, 4
2019/8/8, 102, 51, 42, 43, 4
2019/8/9, 104, 39, 34, 20, 2
2019/8/10, 85, 24, 22, 15, 3
2019/8/11, 53, 29, 19, 22, 3
2019/8/12, 54, 31, 18, 18, 3
2019/8/13, 50, 30, 23, 27, 3
2019/8/14, 55, 30, 21, 25, 3
2019/8/15, 56, 32, 16, 25, 3
2019/8/16, 59, 26, 7, 25, 3
2019/8/17, 49, 19, 11, 20, 3
2019/8/18, 39, 25, 18, 27, 3
2019/8/19, 55, 29, 35, 13, 3
2019/8/20, 64, 23, 27, 14, 3
2019/8/21, 47, 35, 32, 22, 3
2019/8/22, 69, 37, 33, 17, 3
2019/8/23, 73, 53, 118, 46, 4
2019/8/24, 116, 37, 13, 28, 3
2019/8/25, 78, 20, 18, 20, 3
2019/8/26, 41, 22, 12, 14, 3
2019/8/27, 42, 35, 41, 20, 3
2019/8/28, 66, 20, 18, 7, 3
2019/8/29, 36, 16, 10, 16, 3
2019/8/30, 26, 13, 20, 11, 2
2019/8/31, 26, 22, 24, 7, 3
2019/9/1, 44, 17, 12, 7, 3
2019/9/2, 23, 25, 24, 9, 3
2019/9/3, 42, 15, 18, 9, 3
2019/9/4, 28, 12, 21, 10, 3
2019/9/5, 25, 19, 19, 12, 3
2019/9/6, 35, 31, 33, 29, 4
2019/9/7, 55, 30, 33, 23, 3
2019/9/8, 70, 31, 28, 24, 3
2019/9/9, 69, 18, 22, 15, 1
2019/9/10, 39, 25, 25, 18, 2
2019/9/11, 41, 30, 31, 17, 2
2019/9/12, 53, 27, 22, 15, 2
2019/9/13, 41, 25, 26, 12, 1
2019/9/14, 50, 31, 38, 14, 2
2019/9/15, 65, 31, 42, 17, 2
2019/9/16, 63, 43, 49, 14, 2
2019/9/17, 74, 49, 48, 22, 2
2019/9/18, 80, 49, 48, 28, 2
2019/9/19, 87, 59, 60, 33, 3
2019/9/20, 84, 62, 69, 26, 4
2019/9/21, 82, 54, 64, 14, 3
2019/9/22, 65, 47, 57, 16, 3
2019/9/23, 69, 47, 59, 16, 2
2019/9/24, 73, 52, 61, 23, 2
2019/9/25, 81, 50, 67, 16, 3
2019/9/26, 82, 57, 69, 24, 3
2019/9/27, 97, 55, 65, 22, 3
2019/9/28, 96, 53, 108, 27, 3
2019/9/29, 113, 80, 118, 56, 4
2019/9/30, 159, 68, 81, 52, 7
2019/4/1, 84, 32, 44, 12, 1
2019/4/2, 60, 33, 39, 15, 1
2019/4/3, 66, 28, 38, 14, 1
2019/4/4, 56, 41, 35, 40, 2
2019/4/5, 93, 58, 15, 58, 3
2019/4/6, 131, 24, 14, 27, 2
2019/4/7, 67, 21, 6, 26, 2
2019/4/8, 58, 19, 7, 24, 2
2019/4/9, 55, 25, 6, 26, 2
2019/4/10, 63, 23, 14, 23, 1
2019/4/11, 69, 14, 33, 13, 1
2019/4/12, 39, 26, 38, 11, 1
2019/4/13, 59, 23, 34, 10, 1
2019/4/14, 63, 38, 64, 12, 1
2019/4/15, 85, 23, 42, 25, 1
2019/4/16, 54, 19, 30, 26, 2
2019/4/17, 55, 24, 36, 21, 2
2019/4/18, 68, 17, 44, 19, 1
2019/4/19, 49, 17, 32, 18, 1
2019/4/20, 40, 21, 17, 21, 2
2019/4/21, 51, 19, 5, 20, 2
2019/4/22, 56, 19, 5, 24, 2
2019/4/23, 53, 22, 5, 28, 2
2019/4/24, 58, 27, 10, 25, 2
2019/4/25, 66, 29, 32, 24, 1
2019/4/26, 69, 29, 39, 11, 1
2019/4/27, 65, 23, 40, 6, 2
2019/4/28, 57, 31, 26, 18, 2
2019/4/29, 68, 32, 8, 37, 2
2019/4/30, 66, 35, 26, 34, 3
2019/5/1, 72, 28, 36, 16, 1
2019/5/2, 62, 40, 47, 15, 1
2019/5/3, 85, 39, 49, 12, 2
2019/5/4, 55, 12, 43, 6, 1
2019/5/5, 37, 6, 38, 11, 1
2019/5/6, 16, 12, 44, 11, 1
2019/5/7, 35, 15, 41, 12, 1
2019/5/8, 45, 13, 21, 25, 1
2019/5/9, 31, 17, 27, 20, 2
2019/5/10, 43, 36, 51, 16, 2
2019/5/11, 70, 28, 45, 7, 2
2019/5/12, 59, 34, 38, 9, 2
2019/5/13, 79, 27, 19, 17, 3
2019/5/14, 63, 24, 8, 22, 3
2019/5/15, 61, 34, 5, 23, 3
2019/5/16, 70, 34, 4, 24, 3
2019/5/17, 69, 30, 8, 26, 3
2019/5/18, 65, 26, 13, 21, 3
2019/5/19, 57, 32, 24, 26, 3
2019/5/20, 65, 38, 52, 12, 3
2019/5/21, 79, 49, 54, 16, 3
2019/5/22, 83, 36, 58, 13, 3
2019/5/23, 81, 41, 47, 9, 3
2019/5/24, 81, 28, 38, 11, 3
2019/5/25, 57, 11, 14, 17, 3
2019/5/26, 30, 25, 11, 27, 4
2019/5/27, 46, 19, 10, 25, 4
2019/5/28, 42, 20, 43, 9, 3
2019/5/29, 47, 30, 44, 11, 3
2019/5/30, 53, 25, 36, 21, 2
2019/5/31, 59, 21, 9, 30, 2
