date, pm25, pm10, o3, no2, so2
2015/11/28, 83, 54, 32, 30, 4
2015/11/29, 101, 67, 38, 30, 5
2015/11/30, 143, 41, 34, 16, 3
2015/12/1, 85, 43, 30, 24, 3
2015/12/2, 78, 38, 13, 21, 3
2015/12/3, 71, 38, 12, 21, 3
2015/12/4, 67, 46, 20, 19, 4
2015/12/5, 80, 17, 8, 24, 3
2015/12/6, 27, 29, 12, 27, 4
2015/12/7, 55, 31, 16, 22, 3
2015/12/8, 60, 25, 14, 22, 3
2015/12/9, 56, 31, 4, 36, 4
2015/12/10, 91, 20, 22, 21, 4
2015/12/11, 42, 40, 34, 11, 4
2015/12/12, 74, 47, 34, 12, 4
2015/12/13, 92, 44, 29, 27, 4
2015/12/14, 90, 36, 15, 25, 4
2015/12/15, 68, 64, 26, 21, 8
2015/12/16, 127, 51, 28, 21, 8
2015/12/17, 72, 53, 26, 25, 8
2015/12/18, 84, 52, 25, 27, 7
2015/12/19, 93, 47, 24, 26, 6
2015/12/20, 99, 22, 23, 17, 4
2015/12/21, 55, 36, 23, 16, 4
2015/12/22, 80, 44, 18, 21, 4
2015/12/23, 119, 39, 15, 25, 4
2015/12/24, 100, 26, 17, 21, 4
2015/12/25, 66, 37, 20, 17, 4
2015/12/26, 76, 46, 11, 20, 4
2015/12/27, 96, 30, 13, 18, 3
2015/12/28, 59, 51, 32, 16, 4
2015/12/29, 95, 57, 23, 18, 4
2015/12/30, 135, , , , 
2016/1/3, 79, 14, 19, 15, 3
2015/7/1, 51, 29, 14, 28, 3
2015/7/2, 61, 31, 14, 36, 3
2015/7/3, 60, 26, 14, 36, 4
2015/7/4, 50, 25, 19, 24, 4
2015/7/5, 46, 39, 29, 15, 3
2015/7/6, 85, 35, 35, 24, 3
2015/7/7, 66, 34, 37, 31, 4
2015/7/8, 65, 34, 22, 35, 3
2015/7/9, 86, 18, 22, 14, 3
2015/7/10, 59, 42, 68, 58, 9
2015/7/11, 121, 51, 67, 44, 6
2015/7/12, 136, 36, 25, 43, 5
2015/7/13, 108, 16, 23, 27, 3
2015/7/14, 61, 19, 23, 25, 3
2015/7/15, 62, 24, 22, 36, 3
2015/7/16, 69, 22, 13, 46, 4
2015/7/17, 67, 16, 29, 14, 3
2015/7/18, 60, 28, 38, 10, 2
2015/7/19, 83, 12, 18, 21, 2
2015/7/20, 38, 17, 25, 33, 2
2015/7/21, 36, 26, 8, 37, 2
2015/7/22, 60, 34, 7, 35, 2
2015/7/23, 63, 36, 10, 33, 2
2015/7/24, 69, 31, 10, 33, 3
2015/7/25, 63, 30, 11, 28, 2
2015/7/26, 58, 36, 11, 33, 3
2015/7/27, 66, 26, 15, 23, 3
2015/7/28, 52, 21, 12, 20, 4
2015/7/29, 50, 17, 9, 19, 4
2015/7/30, 43, 19, 15, 21, 3
2015/7/31, 36, 13, 16, 13, 3
2015/8/1, 35, 14, 15, 12, 3
2015/8/2, 28, 23, 14, 18, 3
2015/8/3, 41, 25, 15, 27, 5
2015/8/4, 60, 27, 9, 35, 5
2015/8/5, 68, 27, 9, 35, 5
2015/8/6, 66, 50, 47, 70, 10
2015/8/7, 114, 64, 42, 63, 6
2015/8/8, 140, 58, 34, 52, 8
2015/8/9, 128, 28, 20, 42, 2
2015/8/10, 67, 28, 10, 35, 4
2015/8/11, 62, 21, 10, 27, 4
2015/8/12, 49, 18, 5, 31, 2
2015/8/13, 43, 20, 7, 33, 2
2015/8/14, 48, 25, 2, 38, 4
2015/8/15, 52, 30, 3, 28, 4
2015/8/16, 60, 29, 6, 30, 4
2015/8/17, 59, 27, 7, 28, 4
2015/8/18, 58, 26, 6, 31, 5
2015/8/19, 57, 29, 14, 41, 4
2015/8/20, 70, 49, 34, 49, 7
2015/8/21, 118, 47, 31, 49, 6
2015/8/22, 111, 53, 61, 48, 7
2015/8/23, 124, 60, 56, 56, 7
2015/8/24, 139, 62, 44, 47, 7
2015/8/25, 132, 47, 42, 21, 2
2015/8/26, 108, 27, 27, 21, 2
2015/8/27, 62, 24, 15, 32, 2
2015/8/28, 59, 20, 7, 32, 2
2015/8/29, 51, 14, 7, 25, 1
2015/8/30, 35, 16, 13, 21, 1
2015/8/31, 34, 16, 13, 17, 1
2015/9/1, 40, 15, 10, 16, 
2015/9/2, 29, 21, 12, 10, 1
2015/9/3, 38, 19, 10, 15, 2
2015/9/4, 36, 28, 6, 28, 3
2015/9/5, 54, 27, 13, 28, 2
2015/9/6, 61, 30, 17, 31, 2
2015/9/7, 69, 33, 51, 16, 3
2015/9/8, 72, 30, 43, 12, 3
2015/9/9, 61, 31, 44, 13, 2
2015/9/10, 59, 35, 46, 15, 2
2015/9/11, 65, 42, 52, 17, 3
2015/9/12, 88, 47, 70, 13, 4
2015/9/13, 95, 48, 51, 16, 3
2015/9/14, 84, 39, 43, 11, 3
2015/9/15, 71, 32, 36, 12, 3
2015/9/16, 67, 30, 42, 12, 2
2015/9/17, 56, 43, 53, 24, 3
2015/9/18, 85, 46, 37, 33, 4
2015/9/19, 103, 43, 25, 36, 4
2015/9/20, 101, 37, 25, 37, 2
2015/9/21, 91, 22, 21, 17, 2
2015/9/22, 60, 19, 15, 22, 1
2015/9/23, 43, 22, 8, 35, 2
2015/9/24, 59, 25, 7, 39, 2
2015/9/25, 61, 30, 26, 42, 1
2015/9/26, 81, 32, 34, 18, 3
2015/9/27, 79, 45, 52, 27, 4
2015/9/28, 102, 62, 36, 62, 5
2015/9/29, 126, 56, 38, 40, 2
2015/9/30, 126, 36, 32, 24, 2
2015/4/2, 74, 22, 7, 24, 3
2015/4/3, 63, 19, 10, 21, 3
2015/4/4, 60, 23, 20, 16, 2
2015/4/5, 68, 17, 20, 16, 2
2015/4/6, 43, 24, 11, 15, 3
2015/4/7, 63, 29, 35, 12, 3
2015/4/8, 62, 31, 16, 17, 3
2015/4/9, 79, 23, 14, 18, 3
2015/4/10, 60, 13, 7, 23, 3
2015/4/11, 33, 26, 12, 20, 2
2015/4/12, 71, 63, 20, 31, 4
2015/4/13, 136, 61, 44, 56, 8
2015/4/14, 86, 56, 42, 39, 7
2015/4/15, 83, 52, 44, 59, 10
2015/4/16, 92, 32, 17, 68, 9
2015/4/17, 77, 28, 30, 37, 5
2015/4/18, 75, 29, 16, 23, 3
2015/4/19, 80, 37, 7, 29, 5
2015/4/20, 93, 26, 9, 34, 7
2015/4/21, 73, 41, 30, 27, 3
2015/4/22, 88, 52, 49, 16, 2
2015/4/23, 93, 62, 56, 23, 3
2015/4/24, 128, 49, 45, 30, 5
2015/4/25, 103, 45, 49, 17, 3
2015/4/26, 82, 42, 49, 11, 2
2015/4/27, 90, 36, 46, 21, 2
2015/4/28, 92, 34, 6, 35, 6
2015/4/29, 83, 30, 6, 34, 5
2015/4/30, 77, 21, 8, 31, 4
2015/5/1, 62, 18, 11, 18, 2
2015/5/2, 61, 19, 6, 24, 2
2015/5/3, 58, 22, 6, 25, 2
2015/5/4, 66, 21, 7, 30, 3
2015/5/5, 62, 33, 19, 25, 1
2015/5/6, 81, 17, 28, 19, 
2015/5/7, 53, 14, 5, 24, 2
2015/5/8, 32, 16, 6, 20, 2
2015/5/9, 31, 15, 13, 25, 3
2015/5/10, 38, 18, 21, 16, 1
2015/5/11, 44, 21, 20, 23, 2
2015/5/12, 34, 36, 32, 25, 3
2015/5/13, 66, 18, 47, 14, 2
2015/5/14, 46, 19, 10, 17, 3
2015/5/15, 46, 22, 6, 21, 3
2015/5/16, 55, 14, 6, 27, 4
2015/5/17, 34, 19, 8, 30, 3
2015/5/18, 43, 25, 9, 29, 3
2015/5/19, 54, 27, 6, 28, 3
2015/5/20, 61, 14, 8, 33, 2
2015/5/21, 50, 16, 41, 14, 2
2015/5/22, 44, 16, 36, 13, 1
2015/5/23, 39, 28, 35, 33, 2
2015/5/24, 60, 28, 5, 46, 5
2015/5/25, 66, 23, 17, 33, 4
2015/5/26, 51, 33, 6, 37, 2
2015/5/27, 64, 31, 5, 35, 3
2015/5/28, 61, 32, 8, 37, 4
2015/5/29, 61, 33, 8, 40, 4
2015/5/30, 57, 22, 9, 35, 4
2015/5/31, 53, 25, 8, 32, 4
2015/6/1, 56, 19, 8, 33, 4
2015/6/2, 44, 18, 6, 26, 3
2015/6/3, 36, 17, 6, 27, 4
2015/6/4, 36, 17, 6, 27, 5
2015/6/5, 37, 17, 7, 30, 4
2015/6/6, 42, 13, 6, 33, 5
2015/6/7, 36, 16, 9, 26, 3
2015/6/8, 45, 18, 8, 29, 4
2015/6/9, 43, 21, 7, 28, 3
2015/6/10, 44, 24, 8, 32, 3
2015/6/11, 48, 19, 8, 30, 4
2015/6/12, 48, 16, 9, 32, 5
2015/6/13, 43, 12, 6, 26, 4
2015/6/14, 35, 13, 9, 22, 4
2015/6/15, 27, 18, 17, 24, 4
2015/6/16, 34, 16, 9, 28, 9
2015/6/17, 40, 15, 8, 27, 6
2015/6/18, 35, 15, 9, 27, 7
2015/6/19, 30, 11, 7, 28, 7
2015/6/20, 23, 10, 19, 15, 3
2015/6/21, 25, 9, 18, 8, 2
2015/6/22, 16, 11, 17, 12, 2
2015/6/23, 22, 19, 19, 25, 2
2015/6/24, 35, 27, 13, 24, 3
2015/6/25, 55, 26, 9, 32, 3
2015/6/26, 45, 27, 10, 31, 3
2015/6/27, 50, 25, 11, 29, 3
2015/6/28, 43, 24, 9, 27, 3
2015/6/29, 41, 26, 9, 28, 3
2015/6/30, 53, 25, 12, 33, 3
2015/1/1, 119, 82, 45, 19, 8
2015/1/2, 151, 57, 39, 18, 6
2015/1/3, 93, 51, 40, 17, 5
2015/1/4, 97, 50, 33, 19, 2
2015/1/5, 96, 52, 15, 37, 4
2015/1/6, 117, 46, 18, 27, 5
2015/1/7, 120, 51, 41, 19, 6
2015/1/8, 115, 67, 44, 22, 8
2015/1/9, 151, 68, 46, 23, 7
2015/1/10, 145, 67, 41, 21, 7
2015/1/11, 143, 51, 32, 19, 5
2015/1/12, 121, 15, 25, 25, 4
2015/1/13, 40, 27, 25, 24, 3
2015/1/14, 63, 33, 27, 29, 3
2015/1/15, 77, 52, 28, 41, 5
2015/1/16, 106, 57, 46, 18, 5
2015/1/17, 123, 76, 43, 19, 8
2015/1/18, 159, 68, 46, 23, 7
2015/1/19, 152, 70, 47, 21, 5
2015/1/20, 140, 107, 31, 77, 14
2015/1/21, 182, 63, 40, 30, 6
2015/1/22, 124, 62, 52, 21, 6
2015/1/23, 122, 65, 47, 13, 5
2015/1/24, 142, 61, 39, 15, 5
2015/1/25, 133, 54, 33, 20, 5
2015/1/26, 129, 49, 44, 14, 3
2015/1/27, 128, 38, 35, 10, 2
2015/1/28, 86, 44, 33, 18, 3
2015/1/29, 88, 56, 27, 32, 3
2015/1/30, 128, 51, 29, 19, 4
2015/1/31, 116, 63, 32, 16, 3
2015/2/1, 151, 56, 38, 18, 2
2015/2/2, 126, 50, 29, 20, 2
2015/2/3, 113, 63, 28, 24, 3
2015/2/4, 140, 46, 22, 22, 3
2015/2/5, 107, 64, 35, 21, 5
2015/2/6, 156, 73, 41, 27, 7
2015/2/7, 158, 73, 44, 20, 9
2015/2/8, 160, 78, 49, 16, 7
2015/2/9, 158, 65, 44, 22, 6
2015/2/10, 136, 82, 33, 54, 11
2015/2/11, 155, 83, 47, 34, 9
2015/2/12, 167, 65, 51, 23, 4
2015/2/13, 109, 65, 51, 16, 5
2015/2/14, 114, 75, 49, 28, 4
2015/2/15, 127, 71, 5, 50, 11
2015/2/16, 162, 61, 37, 28, 7
2015/2/17, 147, 70, 45, 13, 3
2015/2/18, 150, 73, 49, 9, 5
2015/2/19, 140, 55, 39, 10, 3
2015/2/20, 98, 53, 30, 19, 3
2015/2/21, 98, 29, 19, 22, 5
2015/2/22, 86, 23, 23, 13, 4
2015/2/23, 82, 43, 24, 14, 4
2015/2/24, 112, 38, 20, 16, 3
2015/2/25, 90, 28, 14, 20, 1
2015/2/26, 77, 32, 28, 13, 1
2015/2/27, 65, 32, 32, 15, 3
2015/2/28, 70, 29, 16, 27, 4
2015/3/1, 66, 43, 32, 12, 3
2015/3/2, 76, 61, 33, 19, 3
2015/3/3, 126, 35, 26, 19, 3
2015/3/4, 82, 32, 27, 14, 2
2015/3/5, 75, 42, 20, 16, 1
2015/3/6, 98, 44, 27, 14, 1
2015/3/7, 99, 32, 30, 14, 1
2015/3/8, 68, 43, 17, 38, 2
2015/3/9, 92, 55, 42, 13, 2
2015/3/10, 92, 62, 30, 17, 1
2015/3/11, 134, 16, 11, 19, 1
2015/3/12, 37, 35, 28, 19, 3
2015/3/13, 71, 46, 34, 22, 2
2015/3/14, 87, 43, 27, 20, 1
2015/3/15, 102, 33, 18, 22, 1
2015/3/16, 93, 36, 13, 21, 1
2015/3/17, 94, 30, 13, 23, 1
2015/3/18, 80, 34, 12, 24, 1
2015/3/19, 83, 37, 15, 25, 2
2015/3/20, 83, 48, 29, 27, 4
2015/3/21, 117, 49, 43, 13, 2
2015/3/22, 97, 69, 52, 17, 5
2015/3/23, 116, 61, 44, 13, 4
2015/3/24, 121, 55, 33, 16, 4
2015/3/25, 94, 57, 26, 20, 3
2015/3/26, 117, 43, 19, 29, 3
2015/3/27, 93, 41, 35, 27, 4
2015/3/28, 90, 44, 37, 21, 2
2015/3/29, 98, 44, 41, 23, 2
2015/3/30, 106, , 20, 21, 2
2014/10/1, 80, 40, 34, 32, 5
2014/10/2, 92, 48, 32, 32, 6
2014/10/3, 118, 49, 43, 22, 4
2014/10/4, 114, 61, 56, 16, 6
2014/10/5, 137, 59, 49, 18, 5
2014/10/6, 106, 71, 53, 18, 4
2014/10/7, 141, 63, 56, 20, 5
2014/10/8, 125, 53, 41, 26, 5
2014/10/9, 98, 52, 35, 28, 6
2014/10/10, 94, 55, 37, 33, 8
2014/10/11, 110, 55, 47, 23, 7
2014/10/12, 113, 59, 48, 18, 7
2014/10/13, 113, 70, 52, 22, 7
2014/10/14, 152, 77, 58, 21, 6
2014/10/15, 161, 72, 65, 17, 4
2014/10/16, 153, 66, 67, 16, 5
2014/10/17, 135, 60, 50, 15, 3
2014/10/18, 118, 55, 45, 10, 3
2014/10/19, 94, 52, 41, 14, 3
2014/10/20, 104, 54, 30, 41, 7
2014/10/21, 103, 61, 40, 37, 10
2014/10/22, 132, 48, 42, 15, 4
2014/10/23, 102, 59, 41, 18, 4
2014/10/24, 117, 51, 40, 15, 4
2014/10/25, 92, 51, 45, 16, 4
2014/10/26, 112, 53, 47, 15, 5
2014/10/27, 125, 60, 57, 12, 5
2014/10/28, 110, 50, 38, 13, 4
2014/10/29, 81, 49, 39, 12, 3
2014/10/30, 95, 47, 33, 15, 4
2014/10/31, 98, 47, 34, 24, 6
2014/11/1, 108, 48, 35, 16, 4
2014/11/2, 93, 58, 23, 21, 7
2014/11/3, 134, 61, 37, 19, 7
2014/11/4, 138, 55, 41, 18, 4
2014/11/5, 109, 54, 35, 22, 4
2014/11/6, 104, 52, 43, 13, 3
2014/11/7, 122, 21, 35, 20, 1
2014/11/8, 55, 28, 37, 16, 1
2014/11/9, 71, 36, 36, 13, 2
2014/11/10, 72, 49, 32, 16, 1
2014/11/11, 101, 45, 17, 20, 2
2014/11/12, 104, 33, 13, 19, 3
2014/11/13, 74, 57, 41, 17, 4
2014/11/14, 128, 51, 36, 16, 4
2014/11/15, 91, 53, 33, 26, 4
2014/11/16, 95, 60, 29, 20, 4
2014/11/17, 129, 64, 29, 21, 5
2014/11/18, 147, 70, 37, 23, 7
2014/11/19, 149, 53, 36, 17, 5
2014/11/20, 91, 46, 36, 21, 4
2014/11/21, 80, 52, 38, 18, 5
2014/11/22, 103, 36, 35, 11, 3
2014/11/23, 69, 41, 31, 16, 2
2014/11/24, 78, 42, 12, 42, 7
2014/11/25, 81, 64, 35, 38, 10
2014/11/26, 143, 48, 34, 18, 3
2014/11/27, 105, 45, 27, 20, 2
2014/11/28, 104, 37, 24, 14, 1
2014/11/29, 85, 37, 17, 16, 1
2014/11/30, 80, 27, 11, 20, 3
2014/12/1, 66, 48, 14, 16, 2
2014/12/2, 119, 55, 22, 17, 
2014/12/3, 125, 18, 19, 19, 1
2014/12/4, 37, 36, 21, 22, 4
2014/12/5, 70, 51, 39, 16, 5
2014/12/6, 86, 52, 34, 19, 5
2014/12/7, 90, 50, 33, 21, 5
2014/12/8, 101, 55, 40, 18, 3
2014/12/9, 100, 63, 26, 37, 5
2014/12/10, 135, 71, 23, 29, 6
2014/12/11, 152, 61, 22, 23, 7
2014/12/12, 116, 72, 32, 23, 9
2014/12/13, 129, 76, 47, 19, 8
2014/12/14, 139, 63, 32, 33, 3
2014/12/15, 107, 79, 33, 28, 9
2014/12/16, 129, 63, 30, 18, 8
2014/12/17, 86, 58, 26, 22, 8
2014/12/18, 90, 51, 23, 30, 2
2014/12/19, 107, 45, 31, 21, 3
2014/12/20, 81, 54, 35, 20, 7
2014/12/21, 104, 66, 40, 21, 9
2014/12/22, 143, 70, 40, 24, 7
2014/12/23, 144, 46, 30, 31, 3
2014/12/24, 100, 50, 34, 14, 1
2014/12/25, 110, 49, 29, 12, 
2014/12/26, 119, 43, 24, 17, 1
2014/12/27, 97, 36, 15, 20, 2
2014/12/28, 97, , , , 
2014/7/1, 47, 30, 7, 24, 3
2014/7/2, 63, 30, 6, 28, 7
2014/7/3, 66, 29, 5, 28, 5
2014/7/4, 64, 30, 5, 25, 5
2014/7/5, 62, 26, 11, 30, 6
2014/7/6, 57, 37, 10, 44, 7
2014/7/7, 82, 55, 22, 60, 13
2014/7/8, 137, 56, 29, 48, 12
2014/7/9, 134, 25, 9, 28, 7
2014/7/10, 57, 19, 8, 23, 4
2014/7/11, 44, 22, 10, 20, 3
2014/7/12, 42, 23, 6, 22, 4
2014/7/13, 47, 22, 4, 23, 4
2014/7/14, 43, 19, 5, 22, 5
2014/7/15, 45, 17, 16, 17, 5
2014/7/16, 44, 21, 17, 12, 3
2014/7/17, 37, 20, 16, 10, 3
2014/7/18, 28, 33, 12, 15, 3
2014/7/19, 46, 23, 16, 13, 3
2014/7/20, 39, 26, 12, 28, 5
2014/7/21, 56, 47, 16, 58, 11
2014/7/22, 107, 48, 12, 51, 8
2014/7/23, 108, 34, 16, 32, 2
2014/7/24, 76, 24, 7, 30, 4
2014/7/25, 51, 15, 13, 15, 2
2014/7/26, 32, 16, 14, 15, 2
2014/7/27, 28, 17, 10, 14, 3
2014/7/28, 29, 26, 23, 20, 4
2014/7/29, 57, 34, 26, 30, 5
2014/7/30, 79, 41, 15, 45, 8
2014/7/31, 89, 36, 20, 44, 6
2014/8/1, 79, 40, 11, 53, 9
2014/8/2, 96, 27, 21, 39, 7
2014/8/3, 70, 21, 10, 29, 4
2014/8/4, 56, 22, 14, 24, 3
2014/8/5, 58, 19, 9, 28, 4
2014/8/6, 48, 21, 6, 34, 4
2014/8/7, 46, 22, 6, 30, 6
2014/8/8, 42, 25, 7, 30, 4
2014/8/9, 47, 21, 8, 26, 3
2014/8/10, 37, 28, 6, 31, 3
2014/8/11, 53, 29, 8, 30, 3
2014/8/12, 60, 18, 7, 28, 3
2014/8/13, 46, 25, 3, 31, 4
2014/8/14, 53, 30, 5, 34, 5
2014/8/15, 58, 32, 11, 33, 4
2014/8/16, 64, 25, 9, 26, 5
2014/8/17, 58, 29, 7, 28, 5
2014/8/18, 56, 29, 6, 29, 4
2014/8/19, 57, 16, 3, 28, 4
2014/8/20, 39, 15, 7, 19, 5
2014/8/21, 33, 18, 7, 21, 6
2014/8/22, 41, 19, 6, 22, 6
2014/8/23, 44, 19, 15, 18, 5
2014/8/24, 45, 19, 12, 15, 4
2014/8/25, 35, 14, 15, 11, 4
2014/8/26, 30, 24, 18, 11, 4
2014/8/27, 38, 25, 11, 11, 3
2014/8/28, 32, 19, 15, 12, 4
2014/8/29, 30, 29, 29, 13, 5
2014/8/30, 63, 18, 14, 9, 3
2014/8/31, 21, 19, 9, 13, 4
2014/9/1, 26, 24, 7, 23, 6
2014/9/2, 43, 32, 5, 35, 8
2014/9/3, 50, 48, 42, 39, 8
2014/9/4, 86, 44, 40, 15, 3
2014/9/5, 91, 46, 33, 15, 4
2014/9/6, 90, 30, 27, 9, 3
2014/9/7, 51, 23, 11, 20, 3
2014/9/8, 34, 29, 12, 26, 4
2014/9/9, 57, 26, 12, 23, 6
2014/9/10, 57, 17, 15, 11, 3
2014/9/11, 32, 16, 14, 10, 2
2014/9/12, 19, 13, 10, 12, 3
2014/9/13, 21, 16, 20, 9, 2
2014/9/14, 25, 37, 31, 16, 3
2014/9/15, 67, 23, 18, 7, 2
2014/9/16, 28, 35, 16, 14, 2
2014/9/17, 54, 38, 15, 26, 4
2014/9/18, 68, 64, 49, 67, 18
2014/9/19, 130, 47, 46, 27, 7
2014/9/20, 99, 38, 32, 20, 5
2014/9/21, 77, 49, 34, 28, 7
2014/9/22, 102, 51, 28, 31, 7
2014/9/23, 106, 54, 36, 48, 10
2014/9/24, 131, 58, 55, 42, 9
2014/9/25, 147, 34, 26, 26, 4
2014/9/26, 83, 26, 15, 21, 4
2014/9/27, 58, 29, 25, 20, 4
2014/9/28, 69, 35, 15, 38, 8
2014/9/29, 76, 50, 45, 52, 13
2014/9/30, 116, 35, 46, 14, 5
2014/4/1, 91, 26, 25, 21, 2
2014/4/2, 69, 15, 26, 26, 2
2014/4/3, 42, 43, 44, 23, 3
2014/4/4, 96, 59, 59, 15, 4
2014/4/5, 126, 54, 40, 17, 2
2014/4/6, 129, 52, 43, 15, 1
2014/4/7, 122, , 34, 24, 1
2014/4/10, 114, 42, 37, 16, 2
2014/4/11, 93, 47, 32, 21, 2
2014/4/12, 87, 54, 5, 42, 20
2014/4/13, 137, 48, 37, 25, 8
2014/4/14, 100, 56, 54, 12, 2
2014/4/15, 92, 62, 45, 18, 2
2014/4/16, 124, 54, 30, 21, 1
2014/4/17, 84, 39, 19, 20, 2
2014/4/18, 68, 39, 17, 18, 2
2014/4/19, 68, 47, 1, 30, 12
2014/4/20, 86, 52, 29, 14, 2
2014/4/21, 93, 55, 27, 23, 2
2014/4/22, 102, 45, 38, 15, 2
2014/4/23, 86, 53, 44, 12, 1
2014/4/24, 108, 49, 36, 18, 1
2014/4/25, 103, 41, 29, 23, 1
2014/4/26, 79, 47, 37, 52, 6
2014/4/27, 93, 44, 37, 24, 3
2014/4/28, 83, 50, 49, 16, 2
2014/4/29, 106, 58, 47, 15, 2
2014/4/30, 132, 44, 38, 15, 1
2014/5/1, 100, 29, 36, 14, 1
2014/5/2, 61, 43, 50, 11, 2
2014/5/3, 86, 51, 44, 10, 1
2014/5/4, 105, 30, 25, 23, 1
2014/5/5, 59, 44, 30, 17, 2
2014/5/6, 88, 31, 39, 16, 1
2014/5/7, 71, 27, 23, 20, 2
2014/5/8, 61, 12, 27, 19, 1
2014/5/9, 18, 24, 25, 24, 1
2014/5/10, 36, 31, 10, 27, 2
2014/5/11, 55, 28, 10, 36, 2
2014/5/12, 55, 36, 2, 36, 2
2014/5/13, 77, 32, 4, 29, 2
2014/5/14, 64, 36, 4, 31, 2
2014/5/15, 69, 34, 4, 32, 3
2014/5/16, 70, 24, 5, 25, 2
2014/5/17, 56, 18, 5, 21, 3
2014/5/18, 45, 21, 5, 25, 4
2014/5/19, 49, 26, 4, 34, 3
2014/5/20, 52, 26, 6, 33, 3
2014/5/21, 59, 31, 7, 28, 3
2014/5/22, 55, 30, 7, 29, 3
2014/5/23, 57, 25, 14, 17, 3
2014/5/24, 51, 19, 6, 21, 4
2014/5/25, 38, 20, 6, 28, 4
2014/5/26, 49, 30, 8, 35, 8
2014/5/27, 60, 24, 6, 27, 6
2014/5/28, 51, 26, 5, 26, 7
2014/5/29, 58, 28, 5, 25, 4
2014/5/30, 53, 28, 6, 24, 4
2014/5/31, 54, 25, 5, 20, 5
2014/6/1, 40, 19, 7, 20, 3
2014/6/2, 43, 25, 5, 25, 3
2014/6/3, 53, 24, 4, 24, 4
2014/6/4, 52, 26, 4, 25, 3
2014/6/5, 53, 23, 5, 31, 3
2014/6/6, 47, 19, 11, 38, 4
2014/6/7, 51, 52, 101, 44, 10
2014/6/8, 121, 23, 31, 14, 2
2014/6/9, 60, 36, 38, 18, 3
2014/6/10, 79, 29, 31, 13, 2
2014/6/11, 63, 49, 49, 14, 4
2014/6/12, 89, 61, 61, 23, 4
2014/6/13, 113, 49, 49, 26, 4
2014/6/14, 98, 41, 18, 42, 9
2014/6/15, 99, 45, 20, 40, 3
2014/6/16, 107, 29, 7, 31, 3
2014/6/17, 62, 28, 5, 29, 3
2014/6/18, 62, 25, 6, 29, 3
2014/6/19, 57, 29, 6, 31, 2
2014/6/20, 65, 26, 10, 27, 2
2014/6/21, 60, 14, 10, 25, 3
2014/6/22, 45, 23, 7, 27, 4
2014/6/23, 56, 22, 6, 26, 3
2014/6/24, 54, 30, 4, 30, 4
2014/6/25, 64, 40, 6, 29, 5
2014/6/26, 71, 29, 9, 25, 4
2014/6/27, 62, 22, 11, 17, 4
2014/6/28, 56, 16, 13, 10, 3
2014/6/29, 43, 19, 12, 18, 3
2014/6/30, 41, 23, 10, 21, 3
2014/1/1, 159, 61, 40, 30, 7
2014/1/2, 144, 84, 10, 79, 15
2014/1/3, 161, 94, 44, 42, 16
2014/1/4, 174, 91, 66, 22, 16
2014/1/5, 171, 93, 59, 21, 13
2014/1/6, 172, 58, 32, 21, 8
2014/1/7, 111, 63, 8, 40, 9
2014/1/8, 120, 58, 18, 27, 7
2014/1/9, 131, 66, 27, 19, 8
2014/1/10, 147, 57, 34, 21, 7
2014/1/11, 123, 66, 36, 33, 9
2014/1/12, 137, 51, 14, 28, 6
2014/1/13, 106, 52, 22, 27, 7
2014/1/14, 115, 51, 29, 25, 7
2014/1/15, 107, 61, 35, 23, 8
2014/1/16, 110, 69, 25, 48, 12
2014/1/17, 132, 72, 39, 32, 11
2014/1/18, 150, 83, 43, 29, 11
2014/1/19, 163, 84, 39, 48, 13
2014/1/20, 164, 87, 42, 27, 14
2014/1/21, 156, 91, 35, 41, 13
2014/1/22, 158, 71, 39, 28, 9
2014/1/23, 136, 48, 34, 21, 6
2014/1/24, 96, 39, 35, 21, 4
2014/1/25, 73, 57, 47, 31, 4
2014/1/26, 108, 66, 41, 19, 5
2014/1/27, 132, 56, 32, 24, 5
2014/1/28, 98, 44, 35, 27, 6
2014/1/29, 83, 51, 28, 46, 11
2014/1/30, 106, 61, 34, 44, 8
2014/1/31, 145, 49, 27, 24, 4
2014/2/1, 107, 45, 19, 37, 6
2014/2/2, 98, 51, 6, 53, 32
2014/2/3, 113, 53, 34, 20, 8
2014/2/4, 109, 28, 27, 12, 2
2014/2/5, 66, 15, 20, 16, 2
2014/2/6, 42, 26, 14, 25, 4
2014/2/7, 67, 41, 8, 19, 4
2014/2/8, 102, 23, 20, 14, 1
2014/2/9, 51, 29, 12, 20, 3
2014/2/10, 69, 49, 12, 23, 3
2014/2/11, 108, 55, 14, 21, 2
2014/2/12, 124, 32, 4, 29, 6
2014/2/13, 74, 52, 16, 28, 8
2014/2/14, 120, 50, 23, 20, 7
2014/2/15, 111, 55, 28, 15, 8
2014/2/16, 116, 52, 21, 25, 6
2014/2/17, 117, 52, 1, 42, 9
2014/2/18, 120, 22, 12, 23, 5
2014/2/19, 50, 38, 26, 25, 5
2014/2/20, 67, 56, 40, 16, 6
2014/2/21, 102, 55, 42, 15, 6
2014/2/22, 110, 49, 42, 13, 4
2014/2/23, 100, 40, 36, 15, 4
2014/2/24, 75, 44, 31, 21, 3
2014/2/25, 91, 41, 21, 29, 4
2014/2/26, 97, 39, 28, 18, 3
2014/2/27, 85, 42, 32, 15, 5
2014/2/28, 83, 51, 15, 33, 6
2014/3/1, 113, 28, 27, 21, 5
2014/3/2, 76, 34, 34, 15, 6
